symbol	match_basis	direct_glycome_match	interface_match	reported_gene_match	mapped_gene_match	study_accession	pubmed_id	first_author	publication_date	disease_trait	mapped_trait	trait_categories	reported_genes	mapped_genes	p_value
B4GALT1	mapped_gene	no	yes	no	yes	GCST90469882	39789286	Loya H	2025-01-09	MEGF10 protein levels	multiple epidermal growth factor-like domains protein 10 measurement	metabolism		B4GALT1	5.0000000000000005e-37
B4GALT1	mapped_gene	no	yes	no	yes	GCST90313757	38412862	Suhre K	2024-02-20	CD22/FCRL1 protein level ratio	CD22/FCRL1 protein level ratio in blood	metabolism		B4GALT1	3e-33
B4GALT1	mapped_gene	no	yes	no	yes	GCST90469386	39789286	Loya H	2025-01-09	GPC1 protein levels	glypican-1 measurement	metabolism		B4GALT1	3e-32
B4GALT1	mapped_gene	no	yes	no	yes	GCST90468772	39789286	Loya H	2025-01-09	CLEC4C protein levels	level of C-type lectin domain family 4 member C in blood	metabolism		B4GALT1	6.0000000000000005e-31
B4GALT1	mapped_gene	no	yes	no	yes	GCST90470632	39789286	Loya H	2025-01-09	SIGLEC1 protein levels	sialoadhesin measurement	metabolism		B4GALT1	6.0000000000000005e-31
B4GALT1	mapped_gene	no	yes	no	yes	GCST90468203	39789286	Loya H	2025-01-09	ACP5 protein levels	tartrate-resistant acid phosphatase type 5 measurement	metabolism		B4GALT1	2.0000000000000002e-28
B4GALT1	mapped_gene	no	yes	no	yes	GCST90469261	39789286	Loya H	2025-01-09	FOLR3 protein levels	level of folate receptor gamma in blood	metabolism		B4GALT1	9e-28
B4GALT1	mapped_gene	no	yes	no	yes	GCST90313736	38412862	Suhre K	2024-02-20	CD163/IL18BP protein level ratio	CD163/IL18BP protein level ratio in blood	metabolism		B4GALT1	1e-27
B4GALT1	mapped_gene	no	yes	no	yes	GCST90470919	39789286	Loya H	2025-01-09	TNFSF12 protein levels	tumor necrosis factor ligand superfamily member 12 amount	cancer;metabolism		B4GALT1	2e-27
B4GALT1	mapped_gene	no	yes	no	yes	GCST90468774	39789286	Loya H	2025-01-09	CLEC4G protein levels	level of C-type lectin domain family 4 member G in blood	metabolism		B4GALT1	6e-26
B4GALT1	mapped_gene	no	yes	no	yes	GCST90313758	38412862	Suhre K	2024-02-20	CD22/FOLR2 protein level ratio	CD22/FOLR2 protein level ratio in blood	metabolism		B4GALT1	1.0000000000000001e-24
B4GALT1	mapped_gene	no	yes	no	yes	GCST90470943	39789286	Loya H	2025-01-09	TPK1 protein levels	thiamin pyrophosphokinase 1 measurement	metabolism		B4GALT1	4.0000000000000004e-24
B4GALT1	mapped_gene	no	yes	no	yes	GCST90470027	39789286	Loya H	2025-01-09	NELL2 protein levels	protein kinase C-binding protein NELL2 measurement	metabolism		B4GALT1	3e-23
B4GALT1	mapped_gene	no	yes	no	yes	GCST90470755	39789286	Loya H	2025-01-09	STAB2 protein levels	stabilin-2 measurement	metabolism		B4GALT1	8.000000000000001e-23
B4GALT1	mapped_gene	no	yes	no	yes	GCST90469647	39789286	Loya H	2025-01-09	ITGB7 protein levels	integrin beta-7 measurement	metabolism		B4GALT1	1e-22
B4GALT1	mapped_gene	no	yes	no	yes	GCST90470651	39789286	Loya H	2025-01-09	SLAMF7 protein levels	SLAM family member 7 measurement	metabolism		B4GALT1	1e-22
B4GALT1	mapped_gene	no	yes	no	yes	GCST90469950	39789286	Loya H	2025-01-09	MSR1 protein levels	macrophage scavenger receptor types I and II level	metabolism		B4GALT1	4e-22
B4GALT1	mapped_gene	no	yes	no	yes	GCST90470723	39789286	Loya H	2025-01-09	SPINK4 protein levels	level of serine protease inhibitor Kazal-type 4 in blood	metabolism		B4GALT1	1e-21
B4GALT1	mapped_gene	no	yes	no	yes	GCST90468306	39789286	Loya H	2025-01-09	ANGPTL7 protein levels	angiopoietin-related protein 7 measurement	metabolism		B4GALT1	1e-20
B4GALT1	mapped_gene	no	yes	no	yes	GCST90470342	39789286	Loya H	2025-01-09	PRSS27 protein levels	serine protease 27 measurement	metabolism		B4GALT1	4e-20
B4GALT1	mapped_gene	no	yes	no	yes	GCST90469777	39789286	Loya H	2025-01-09	LILRB2 protein levels	leukocyte immunoglobulin-like receptor subfamily B member 2 level	immune_inflammation;metabolism		B4GALT1	2e-19
B4GALT1	mapped_gene	no	yes	no	yes	GCST90469806	39789286	Loya H	2025-01-09	LRRN1 protein levels	leucine-rich repeat neuronal protein 1 measurement	metabolism		B4GALT1	1e-18
B4GALT1	mapped_gene	no	yes	no	yes	GCST90470723	39789286	Loya H	2025-01-09	SPINK4 protein levels	level of serine protease inhibitor Kazal-type 4 in blood	metabolism		B4GALT1-AS1 - SPINK4	1e-17
B4GALT1	mapped_gene	no	yes	no	yes	GCST90469646	39789286	Loya H	2025-01-09	ITGB6 protein levels	level of integrin beta-6 in blood	metabolism		B4GALT1	2e-17
B4GALT1	mapped_gene	no	yes	no	yes	GCST90469252	39789286	Loya H	2025-01-09	FLT4 protein levels	vascular endothelial growth factor receptor 3  level	metabolism		B4GALT1	6e-17
B4GALT1	mapped_gene	no	yes	no	yes	GCST90469600	39789286	Loya H	2025-01-09	IL5RA protein levels	obsolete_interleukin-5 receptor subunit alpha measurement	metabolism		B4GALT1	7e-17
B4GALT1	mapped_gene	no	yes	no	yes	GCST90470723	39789286	Loya H	2025-01-09	SPINK4 protein levels	level of serine protease inhibitor Kazal-type 4 in blood	metabolism		B4GALT1	2e-16
B4GALT1	mapped_gene	no	yes	no	yes	GCST90468851	39789286	Loya H	2025-01-09	CR1 protein levels	level of complement receptor type 1 in blood	metabolism		B4GALT1	5e-16
B4GALT1	mapped_gene	no	yes	no	yes	GCST90469776	39789286	Loya H	2025-01-09	LILRB1 protein levels	leukocyte immunoglobulin-like receptor subfamily B member 1 level	immune_inflammation;metabolism		B4GALT1	5e-16
B4GALT1	mapped_gene	no	yes	no	yes	GCST90469204	39789286	Loya H	2025-01-09	FCN2 protein levels	ficolin-2 measurement	metabolism		B4GALT1	1e-15
B4GALT1	mapped_gene	no	yes	no	yes	GCST90470338	39789286	Loya H	2025-01-09	PRR4 protein levels	level of proline-rich protein 4 in blood	metabolism		B4GALT1	1e-15
B4GALT1	mapped_gene	no	yes	no	yes	GCST90469939	39789286	Loya H	2025-01-09	MRC1 protein levels	macrophage mannose receptor 1 level	metabolism		B4GALT1	6e-15
B4GALT1	mapped_gene	no	yes	no	yes	GCST90470723	39789286	Loya H	2025-01-09	SPINK4 protein levels	level of serine protease inhibitor Kazal-type 4 in blood	metabolism		B4GALT1	9e-15
B4GALT1	mapped_gene	no	yes	no	yes	GCST90469295	39789286	Loya H	2025-01-09	GALNT10 protein levels	polypeptide N-acetylgalactosaminyltransferase 10 measurement	metabolism		B4GALT1	1e-14
B4GALT1	mapped_gene	no	yes	no	yes	GCST90662894	40436827	Jee YH	2025-05-28	High-density lipoprotein levels	high density lipoprotein cholesterol measurement	metabolism		B4GALT1	2e-14
B4GALT1	mapped_gene	no	yes	no	yes	GCST90468669	39789286	Loya H	2025-01-09	CDH17 protein levels	level of cadherin-17 in blood serum	metabolism		B4GALT1	8e-14
B4GALT1	mapped_gene	no	yes	no	yes	GCST90248301	34648354	Pietzner M	2021-11-12	Leukocyte immunoglobulin-like receptor subfamily B member 1 levels	leukocyte immunoglobulin-like receptor subfamily B member 1 level	immune_inflammation		B4GALT1	1e-13
B4GALT1	mapped_gene	no	yes	no	yes	GCST90468507	39789286	Loya H	2025-01-09	CA12 protein levels	level of carbonic anhydrase 12 in blood serum	metabolism		B4GALT1	1e-13
B4GALT1	mapped_gene	no	yes	no	yes	GCST90469723	39789286	Loya H	2025-01-09	L1CAM protein levels	amount of neural cell adhesion molecule L1 (human) in blood	metabolism		B4GALT1	1e-13
B4GALT1	mapped_gene	no	yes	no	yes	GCST90088882	35078996	Gudjonsson A	2022-01-25	Serum levels of protein CD163	blood protein amount	tissue_identity		B4GALT1	2e-13
B4GALT1	mapped_gene	no	yes	no	yes	GCST90468536	39789286	Loya H	2025-01-09	CANT1 protein levels	soluble calcium-activated nucleotidase 1 measurement	metabolism		B4GALT1	4e-13
B4GALT1	mapped_gene	no	yes	no	yes	GCST90468625	39789286	Loya H	2025-01-09	CD33 protein levels	blood protein amount	metabolism		B4GALT1	4e-13
B4GALT1	mapped_gene	no	yes	no	yes	GCST90468240	39789286	Loya H	2025-01-09	ADGRG1 protein levels	level of adhesion G-protein coupled receptor G1 in blood	metabolism		B4GALT1	1e-12
B4GALT1	mapped_gene	no	yes	no	yes	GCST90468806	39789286	Loya H	2025-01-09	CNTN4 protein levels	contactin-4 measurement	metabolism		B4GALT1	1e-12
B4GALT1	mapped_gene	no	yes	no	yes	GCST90468806	39789286	Loya H	2025-01-09	CNTN4 protein levels	contactin-4 measurement	metabolism		B4GALT1	2e-12
B4GALT1	mapped_gene	no	yes	no	yes	GCST90088269	35078996	Gudjonsson A	2022-01-25	Serum levels of protein LYVE1	blood protein amount	tissue_identity		B4GALT1-AS1 - SPINK4	3e-12
B4GALT1	mapped_gene	no	yes	no	yes	GCST90468807	39789286	Loya H	2025-01-09	CNTN5 protein levels	contactin-5 measurement	metabolism		B4GALT1	4e-12
B4GALT1	mapped_gene	no	yes	no	yes	GCST90470866	39789286	Loya H	2025-01-09	TIMD4 protein levels	level of T-cell immunoglobulin and mucin domain-containing protein 4 in blood	immune_inflammation;metabolism		B4GALT1	4e-12
B4GALT1	mapped_gene	no	yes	no	yes	GCST90468605	39789286	Loya H	2025-01-09	CD200R1 protein levels	cell surface glycoprotein CD200 receptor 1 amount	glycome;metabolism		B4GALT1	1e-11
B4GALT1	mapped_gene	no	yes	no	yes	GCST90470635	39789286	Loya H	2025-01-09	SIGLEC7 protein levels	amount of sialic acid-binding Ig-like lectin 7 (human) in blood	metabolism		B4GALT1-AS1	1e-11
B4GALT1	mapped_gene	no	yes	no	yes	GCST90662892	40436827	Jee YH	2025-05-28	Low-density lipoprotein levels	low density lipoprotein cholesterol measurement	metabolism		B4GALT1	4e-10
B4GALT2	mapped_gene	yes	no	no	yes	GCST90246640	34648354	Pietzner M	2021-11-12	Beta-1,4-galactosyltransferase 2 levels	beta-1,4-galactosyltransferase 2 measurement			B4GALT2	5e-138
B4GALT2	mapped_gene	yes	no	no	yes	GCST90427869	39528825	Western D	2024-11-11	Beta-1,4-galactosyltransferase 2 levels	protein measurement	metabolism		B4GALT2	8e-46
B4GALT2	reported_gene	no	no	yes	no	GCST004521	28540026	Anney RJL	2017-05-22	Autism spectrum disorder or schizophrenia	schizophrenia, autism spectrum disorder		ARTN, ATP6V0B, B4GALT2, CCDC24, DPH2, IPO13, KDM4A, KDM4A-AS1, LOC101929592, MIR6079, PTPRF, SLC6A9, ST3GAL3	PTPRF - KDM4A	4e-10
B4GALT2	reported_gene;mapped_gene	no	yes	yes	yes	GCST006585	30072576	Emilsson V	2018-08-02	Blood protein levels	blood protein amount	metabolism;tissue_identity	B4GALT2	B4GALT2	7e-09
B4GALT2	mapped_gene	no	yes	no	yes	GCST90090770	35078996	Gudjonsson A	2022-01-25	Serum levels of protein B4GALT2	blood protein amount	tissue_identity		B4GALT2	1e-17
B4GALT3	reported_gene	no	no	yes	no	GCST003987	27182965	Pickrell JK	2016-05-16	Asthma	asthma	immune_inflammation	B4GALT3, ADAMTS4	ADAMTS4	5e-15
B4GALT3	mapped_gene	no	yes	no	yes	GCST90470021	39789286	Loya H	2025-01-09	NECTIN4 protein levels	nectin-4 measurement	metabolism		B4GALT3 - ADAMTS4	9e-13
B4GALT4	reported_gene;mapped_gene	no	no	yes	yes	GCST90002387	32888494	Vuckovic D	2020-09-01	Immature fraction of reticulocytes	reticulocyte amount		B4GALT4-AS1	B4GALT4-AS1	3e-10
B4GALT4	reported_gene;mapped_gene	no	no	yes	yes	GCST90002386	32888494	Vuckovic D	2020-09-01	High light scatter reticulocyte percentage of red cells	reticulocyte amount		B4GALT4-AS1	B4GALT4-AS1	1e-09
B4GALT4	reported_gene;mapped_gene	no	no	yes	yes	GCST011107	32652002	Dauber A	2020-07-11	First year height change in growth hormone-treated short stature	height growth attribute, response to growth hormone		B4GALT4	B4GALT4-AS1, B4GALT4	6e-07
B4GALT4	reported_gene	no	yes	yes	no	GCST007643	30889042	Innocenti F	2019-03-18	Gemcitabine-induced early high-grade neutropenia in pancreatic cancer	neutropenia, response to gemcitabine	cancer	UPK1B, C3orf30, B4GALT4	UPK1B	5e-06
B4GALT4	reported_gene;mapped_gene	no	yes	yes	yes	GCST004485	28470677	Tang H	2017-05-03	Survival in pancreatic cancer	exocrine pancreatic carcinoma, overall survival	cancer	B4GALT4	B4GALT4-AS1, B4GALT4	6e-06
B4GALT4	reported_gene;mapped_gene	no	no	yes	yes	GCST002777	25656473	de With SA	2015-02-05	Clozapine-induced cytotoxicity	cytotoxicity measurement, response to clozapine		B4GALT4	B4GALT4	9e-06
B4GALT4	mapped_gene	no	yes	no	yes	GCST90470338	39789286	Loya H	2025-01-09	PRR4 protein levels	level of proline-rich protein 4 in blood	metabolism		B4GALT4-AS1, B4GALT4	8e-33
B4GALT4	mapped_gene	no	yes	no	yes	GCST90503396	38326779	Boahen CK	2024-02-08	TNFRSF14 levels	tumor necrosis factor ligand superfamily member 14 measurement	cancer;immune_inflammation		B4GALT4-AS1, B4GALT4	1e-06
B4GALT5	reported_gene	no	no	yes	no	GCST009597	31604244	International Multiple Sclerosis Genetics Consortium	2019-09-01	Multiple sclerosis	multiple sclerosis	immune_inflammation	B4GALT5	RNU6-919P - SLC9A8	5e-08
B4GALT5	reported_gene	no	no	yes	no	GCST010396	32572223	Hughes DA	2020-06-22	Gut microbiota (bacterial taxa, hurdle binary method)	gut microbiome measurement	infection	B4GALT5	SNRPFP1 - RNU6-919P	1e-07
B4GALT5	reported_gene	no	no	yes	no	GCST001838	23362303	Wu JH	2013-01-29	Palmitic acid (16:0) levels	fatty acid amount	metabolism	B4GALT5	RN7SL197P - SNRPFP1	4e-06
B4GALT5	reported_gene;mapped_gene	no	no	yes	yes	GCST002828	25811787	Huffman JE	2015-03-26	Urate levels in obese individuals	urate measurement		B4GALT5	B4GALT5	6e-06
B4GALT5	mapped_gene	no	yes	no	yes	GCST90255357	36662838	Slomian D	2023-01-20	Severe COVID-19 infection	severe acute respiratory syndrome, COVID-19	infection		B4GALT5	4e-09
B4GALT6	mapped_gene	yes	no	no	yes	GCST90246641	34648354	Pietzner M	2021-11-12	Beta-1,4-galactosyltransferase 6 levels	beta-1,4-galactosyltransferase 6 measurement			B4GALT6	9e-231
B4GALT6	mapped_gene	yes	no	no	yes	GCST90240404	29875488	Sun BB	2018-06-06	Beta-1,4-galactosyltransferase 6 levels (B4GALT6.10832.24.3)	beta-1,4-galactosyltransferase 6 measurement			B4GALT6	2e-77
B4GALT6	mapped_gene	yes	no	no	yes	GCST90240404	29875488	Sun BB	2018-06-06	Beta-1,4-galactosyltransferase 6 levels (B4GALT6.10832.24.3)	beta-1,4-galactosyltransferase 6 measurement			B4GALT6	2e-41
B4GALT6	mapped_gene	yes	no	no	yes	GCST90421243	39528825	Western D	2024-11-11	Beta-1,4-galactosyltransferase 6 levels	protein measurement	metabolism		B4GALT6	4e-41
B4GALT6	reported_gene;mapped_gene	no	yes	yes	yes	GCST006585	30072576	Emilsson V	2018-08-02	Blood protein levels	blood protein amount	metabolism;tissue_identity	B4GALT6	B4GALT6	8e-71
B4GALT6	reported_gene	no	no	yes	no	GCST008164	25743335	Taylor PN	2015-03-06	Free thyroxine concentration	thyroxine level		B4GALT6	LRRC37A7P - SLC25A52	1e-09
B4GALT6	reported_gene;mapped_gene	no	no	yes	yes	GCST000406	19451621	Landers JE	2009-05-18	Amyotrophic lateral sclerosis	amyotrophic lateral sclerosis		B4GALT6	B4GALT6 - RN7SKP44	1e-06
B4GALT6	reported_gene;mapped_gene	no	no	yes	yes	GCST010105	25555482	Gelernter J	2014-09-16	Nicotine dependence symptom count	nicotine dependence symptom count		B4GALT6	B4GALT6	1e-06
B4GALT6	reported_gene;mapped_gene	no	no	yes	yes	GCST005236	29082582	Almli LM	2017-10-30	Problematic alcohol use in trauma-exposed individuals	alcohol use disorder measurement, response to trauma exposure		B4GALT6	B4GALT6	4e-06
B4GALT6	mapped_gene	no	yes	no	yes	GCST90086466	35078996	Gudjonsson A	2022-01-25	Serum levels of protein B4GALT6	blood protein amount	tissue_identity		B4GALT6	1e-132
B4GALT6	mapped_gene	no	yes	no	yes	GCST90469042	39789286	Loya H	2025-01-09	DSG2 protein levels	desmoglein-2 measurement	metabolism		B4GALT6	3e-20
B4GALT6	mapped_gene	no	yes	no	yes	GCST90469043	39789286	Loya H	2025-01-09	DSG3 protein levels	level of desmoglein-3 in blood serum	metabolism		B4GALT6	1e-14
CHST10	reported_gene;mapped_gene	no	no	yes	yes	GCST005316	29326435	Hill WD	2018-01-11	Intelligence (MTAG)	intelligence		CHST10	CHST10	6e-16
CHST10	reported_gene	no	no	yes	no	GCST006922	29970889	Day FR	2018-07-03	Regular attendance at a religious group	social interaction measurement		AFF3, LONRF2, CHST10, NMS	LINC01104	3e-11
CHST10	reported_gene	no	no	yes	no	GCST007044	29520040	Coleman JRI	2018-03-08	Extremely high intelligence	intelligence		AFF3, CHST10, LONRF2	LINC01104	5e-11
CHST10	reported_gene	no	no	yes	no	GCST008647	31409800	Pazoki R	2019-08-13	Urinary sodium excretion	sodium measurement		CHST10	CYCSP7	1e-10
CHST10	reported_gene;mapped_gene	no	no	yes	yes	GCST009524	31844048	Hill WD	2019-12-16	Household income (MTAG)	household income		CHST10	CHST10	7e-10
CHST10	reported_gene	no	no	yes	no	GCST007155	27818178	Hill WD	2016-11-03	Household income	household income		AFF3, CHST10, LONRF2, NMS, PDCL3	PDCL3 - HMGN2P22	2e-08
CHST8	reported_gene	no	no	yes	no	GCST000296	19079260	Thorleifsson G	2008-12-14	Body mass index	body mass index		KCTD15, CHST8	KCTD15 - SUNO1	7e-12
CHST8	reported_gene	no	no	yes	no	GCST000299	19079260	Thorleifsson G	2008-12-14	Weight	body weight		KCTD15, CHST8	KCTD15 - SUNO1	5e-09
CHST8	reported_gene;mapped_gene	no	yes	yes	yes	GCST002740	25574825	Baurecht H	2015-01-08	Inflammatory skin disease	psoriasis, atopic eczema	immune_inflammation;tissue_identity	CHST8	CHST8	4e-07
CHST8	reported_gene;mapped_gene	no	no	yes	yes	GCST000883	21107309	McClay JL	2010-11-24	Response to antipsychotic treatment in schizophrenia (working memory)	short-term memory		CHST8	CHST8	6e-07
CHST8	reported_gene;mapped_gene	no	no	yes	yes	GCST009269	31533690	Orlova E	2019-09-18	Dental caries (decayed and filled deciduous teeth)	dental caries		CHST8, KCTD15	CHST8	8e-07
CHST8	reported_gene;mapped_gene	no	no	yes	yes	GCST009266	31533690	Orlova E	2019-09-18	Dental caries (decayed and filled deciduous tooth surfaces)	dental caries		CHST8, KCTD15	CHST8	1e-06
CHST8	reported_gene;mapped_gene	no	no	yes	yes	GCST007473	30741946	Gialluisi A	2019-02-11	Rapid automatized naming of pictures	reading and spelling ability		CHST8	CHST8	2e-06
CHST8	reported_gene;mapped_gene	no	no	yes	yes	GCST009897	32108986	Price KM	2020-02-27	Reading disability	dyslexia		CHST8	CHST8	4e-06
CHST8	reported_gene	no	no	yes	no	GCST001850	23377640	GENDEP Investigators	2013-02-01	Major depressive disorder	major depressive disorder		KCTD15, CHST8	KCTD15 - SUNO1	5e-06
CHST8	reported_gene;mapped_gene	no	no	yes	yes	GCST008154	28552196	Tachmazidou I	2017-06-01	Trunk fat mass	fat pad mass		CHST8	CHST8	5e-06
CHST8	reported_gene;mapped_gene	no	no	yes	yes	GCST008157	28552196	Tachmazidou I	2017-06-01	Body fat mass	fat pad mass		CHST8	CHST8	6e-06
FUT3	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	NRTN, FUT6, FUT3	FUT6 - FUT3	3e-29
FUT3	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	NRTN, FUT6, FUT3	FUT6 - FUT3	1e-21
FUT3	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	NRTN, FUT6, FUT3	FUT6 - FUT3	3e-20
FUT3	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	NRTN, FUT6, FUT3	FUT6 - FUT3	5e-19
FUT3	reported_gene;mapped_gene	yes	no	yes	yes	GCST000925	21203500	Lauc G	2010-12-23	N-glycan levels	N-glycan measurement	glycome;tissue_identity	NRTN, FUT6, FUT3	FUT6 - FUT3	4e-17
FUT3	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	NRTN, FUT6, FUT3	FUT6 - FUT3	9e-17
FUT3	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	NRTN, FUT6, FUT3	FUT6 - FUT3	1e-16
FUT3	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	NRTN, FUT6, FUT3	FUT6 - FUT3	3e-14
FUT3	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	NRTN, FUT6, FUT3	FUT6 - FUT3	2e-13
FUT3	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	NRTN, FUT6, FUT3	FUT6 - FUT3	4e-13
FUT3	reported_gene;mapped_gene	yes	no	yes	yes	GCST000925	21203500	Lauc G	2010-12-23	N-glycan levels	N-glycan measurement	glycome;tissue_identity	NRTN, FUT6, FUT3	FUT6 - FUT3	1e-12
FUT3	reported_gene;mapped_gene	yes	no	yes	yes	GCST000925	21203500	Lauc G	2010-12-23	N-glycan levels	N-glycan measurement	glycome;tissue_identity	NRTN, FUT6, FUT3	FUT6 - FUT3	3e-12
FUT3	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	NRTN, FUT6, FUT3	FUT6 - FUT3	3e-12
FUT3	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	NRTN, FUT6, FUT3	FUT6 - FUT3	8e-10
FUT3	reported_gene;mapped_gene	yes	no	yes	yes	GCST000925	21203500	Lauc G	2010-12-23	N-glycan levels	N-glycan measurement	glycome;tissue_identity	NRTN, FUT6, FUT3	FUT6 - FUT3	9e-10
FUT3	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	NRTN, FUT6, FUT3	FUT6 - FUT3	2e-09
FUT3	reported_gene;mapped_gene	yes	no	yes	yes	GCST005046	21908519	Huffman JE	2011-12-15	N-glycan levels	N-glycan measurement	glycome	NRTN, FUT6, FUT3	FUT6 - FUT3	4e-09
